Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales_Increased,Labour_Cost,Product_Cost,Maintenance_Cost,Profit,Temperature_Celsius
1,2010-05-14,1494251.5,0,74.78,2.854,210.3374261,7.808,1598849.105,427355.92899999995,582758.085,185287.186,298850.30000000005,23.766666666666666
1,2010-05-21,1399662.07,0,76.44,2.826,210.6170934,7.808,1497638.4149000002,400303.35202,545868.2073,173558.09668000002,279932.4140000001,24.688888888888886
1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808,1532314.8465,409572.0057,558507.2805,177576.6738,286413.99,26.91111111111111
1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808,1728611.4397,462040.06706,630054.6369,200325.06404,323104.9419999998,27.049999999999997
1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808,1650540.3663,441172.47174,601598.8251,191277.57516,308512.2180000001,26.90555555555556
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,1608513.9442000003,429939.24116,586280.7834000001,186407.22344,300656.8119999999,28.950000000000003
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,1522301.4120000002,406895.5176,554857.5240000001,176416.2384,284542.32000000007,29.077777777777783
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,1596887.4098,426831.58803999994,582043.0745999999,185059.84936,298483.628,27.17222222222222
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,1654299.3726000001,442177.21547999996,602968.9302,191713.19832,309214.8360000001,26.933333333333337
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,1550364.6444,414396.53111999994,565086.1788,179668.42607999998,289787.784,28.41666666666667
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,1482019.764,396128.64719999995,540175.428,171748.08479999998,277013.04000000004,28.533333333333335
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,1468025.6620000002,392388.1676,535074.7740000001,170126.3384,274397.32000000007,27.68888888888889
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,1717876.2046,459170.64907999994,626141.7942,199080.98072,321098.3559999999,30.64444444444444
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,1613814.4032,431355.99935999996,588212.7264,187021.48224,301647.5519999999,30.555555555555557
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,1618996.1243,432741.02014,590101.3911,187621.98076,302616.098,30.36111111111111
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,1550582.9244,414454.8751199999,565165.7387999999,179693.72207999998,289828.58400000003,29.56666666666667
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,1647974.9771,440486.76957999996,600663.7767,190980.27772,308032.706,27.338888888888885
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,1612982.9383,431133.75733999995,587909.6690999999,186925.12556,301492.13800000004,25.938888888888886
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,1530505.1769,409088.29961999995,557847.6812999999,177366.95507999999,286075.7340000002,27.83888888888889
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,1446416.4021,386612.23458,527198.5017,167622.08772,270358.206,27.188888888888886
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,1555062.5650000002,415652.23699999996,566798.505,180212.858,290665.8999999999,22.16111111111111
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,1613816.7251,431356.61997999996,588213.5727,187021.75131999998,301647.98600000003,17.73888888888889
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,1561567.7370000002,417391.0026,569169.549,180966.72840000002,291881.82000000007,19.544444444444448
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,1439635.78,384799.844,524727.06,166836.296,269090.7999999998,21.033333333333335
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,1481103.8654,395883.83692,539841.5958,171641.94328,276841.84400000004,20.91111111111111
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,1660275.4296000001,443774.55408,605147.1192000001,192405.75072,310331.8559999999,14.855555555555558
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,1599093.0543000002,427421.13414,582847.0011,185315.45676,298895.89800000004,15.33888888888889
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,1587649.0726,424362.27547999995,578675.8302,183989.23832,296756.8359999999,10.783333333333331
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,2092517.7977000002,559308.49546,762693.4029000001,242497.38964,391124.82200000016,18.066666666666663
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,1656396.1446000002,442737.66108,603733.1742,191956.18872,309606.75600000005,9.594444444444447
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,1800397.2582,481227.67835999996,656219.5614,208644.16824,336522.85199999996,7.96111111111111
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,2023407.3751,540835.98998,737503.6227,234488.33132,378206.98600000027,9.911111111111113
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,2555106.714,682953.7572,931300.5780000001,296105.8248,477590.04000000004,11.294444444444444
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,1463032.4107000001,391053.52285999997,533254.8039,169547.68124,273464.00199999986,9.127777777777778
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1545863.5396,413193.43208,563445.5892,179146.80272,288946.456,9.038888888888891
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,1488384.9372,397829.99256,542495.4444,172485.73103999998,278202.7919999999,1.8888888888888882
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,1420323.7994,379637.95011999994,517688.1138,164598.27208,265481.08400000003,6.688888888888888
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,1409082.2617000001,376633.20266,513590.7309,163295.51444,263379.86199999996,6.572222222222221
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,1719093.6506000003,459496.05987999996,626585.5362000001,199222.06792,321325.91599999997,5.7055555555555575
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,1765087.9751,471789.86997999996,643349.8227,204552.25131999998,329922.98600000003,2.438888888888889
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,1804921.7746000001,482437.03507999994,657868.6842,209168.50472,337368.5560000001,14.088888888888889
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,1558776.2996,416644.88008,568152.1092000001,180643.23472,291360.05599999987,17.166666666666668
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,1750801.8487,467971.33525999996,638142.7299,202896.66283999998,327252.68200000003,15.32222222222222
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,1661915.0441,444212.80617999996,605744.7357,192595.76211999997,310638.3259999999,11.97777777777778
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,1687195.3242000001,450969.96515999996,614959.0434000001,195525.43944000002,315363.61199999996,17.08888888888889
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,1648979.5466,440755.2806799999,601029.9282,191096.69512,308220.476,21.094444444444445
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,1599719.2825000002,427588.51849999995,583075.2525000001,185388.029,299012.94999999995,15.094444444444447
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,1727257.5045000003,461678.1741,629561.1465,200168.1594,322851.8700000001,19.91111111111111
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,1669081.23,446128.25399999996,608356.71,193426.236,311977.80000000005,21.816666666666663
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,1674357.1967000002,447538.46566,610279.7259000001,194037.65644,312963.9619999998,22.772222222222222
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,1556947.0383000001,416155.93733999995,567485.3691,180431.24555999998,291018.13800000004,22.23888888888889
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,1743448.6696000001,466005.90608,635462.5992,202044.51872,325878.2559999998,18.116666666666667
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,1717109.8706000003,458965.81588,625862.4762,198992.17192,320955.1159999999,24.244444444444444
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,1528193.5489,408470.42522,557005.1253000001,177099.06548,285643.6540000001,19.79444444444444
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,1568669.9369,419289.34761999996,571758.2013,181789.78707999998,293209.33400000003,25.4
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,1749533.8987,467632.42525999993,637680.5799,202749.72284,327015.68200000003,28.333333333333332
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,1700174.7024,454439.21952,619689.8448000001,197029.59168,317789.6639999999,28.40555555555555
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,1639362.9002000003,438184.84996,597524.7954000001,189982.24264,306422.97200000007,30.227777777777774
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,1539548.2605,411505.42289999995,561143.7585,178414.9386,287766.03,28.65555555555555
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,1592735.7563000002,425721.89373999997,580529.8551,184578.72316000002,297707.618,29.75
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,1642289.1148,438966.99703999993,598591.3596,190321.35536,306969.9280000001,29.90555555555555
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,1556978.3679,416164.31142,567496.7883,180434.87628,291023.99399999995,31.411111111111115
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,1494711.6974000002,399521.07052,544801.4598000001,173218.92568000001,279385.3639999998,29.87222222222222
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,1446875.1753000002,386734.85994,527365.7181,167675.25396,270443.9580000001,30.46111111111111
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,1738090.6125,464573.75249999994,633509.6625,201423.585,324876.75,33.138888888888886
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,1631907.3863000001,436192.06773999997,594807.3651,189118.23916,305029.41800000006,32.644444444444446
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,1637914.7301,437797.76897999994,596996.9577,189814.41731999998,306152.2860000001,32.18888888888889
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,1567222.0022,418902.32956,571230.4494,181621.98904,292938.69200000004,31.088888888888885
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,1658745.2654000001,443365.55691999994,604589.3958,192228.42328,310045.84400000004,31.016666666666666
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,1648304.2268,440574.77463999996,600783.7836,191018.43375999999,308094.24800000014,24.444444444444443
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,1620257.9646,433078.29708,590561.3142,187768.21272,302851.956,26.633333333333333
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,1476621.6889000002,394685.79721999995,538207.9053,171122.51348,276004.054,24.333333333333332
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,1492181.1581000001,398844.68338,543879.1137000001,172925.66692000002,278912.3659999999,26.494444444444444
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,1745159.2465000001,466463.1257,636086.0805,202242.7538,326197.99,20.727777777777778
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,1598072.7451,427148.41597999993,582475.1126999999,185197.21532,298705.186,22.077777777777776
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,1607742.1746,429732.95508,585999.4842000001,186317.78472,300512.5560000001,17.616666666666667
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,1546416.5263000003,413341.23974,563647.1451000001,179210.88716,289049.81799999997,19.205555555555552
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,1816035.6506000003,485407.65988,661919.5362000001,210456.46792,339445.91599999997,12.766666666666664
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,1706584.6123,456152.5225399999,622026.1671,197772.42236,318987.77799999993,15.061111111111112
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,1647247.5590000001,440292.33819999994,600398.643,190895.97879999998,307896.74,16.805555555555557
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2175653.1062,581529.70876,792995.0574,252131.76184,406664.13199999975,15.633333333333333
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,1694969.8265,453048.00969999994,617792.7405,196426.4098,316816.79000000004,9.394444444444442
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,1925660.1466,514709.1606799999,701876.1282,223160.61511999997,359936.476,6.627777777777777
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2012859.0369,538016.52762,733658.9013,233265.90707999998,376235.33400000003,10.905555555555557
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2429102.2193000005,649274.05114,885373.7061000001,281503.43476000003,454037.79799999995,8.866666666666667
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,1602285.1104000001,428274.33791999996,584010.4608,185685.37728,299492.544,6.9722222222222205
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,1658895.8144,443405.79711999994,604644.2688,192245.87008,310073.98399999994,9.449999999999998
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,1561773.2519,417445.93461999996,569244.4563,180990.54507999998,291920.23399999994,9.183333333333334
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,1492001.4088,398796.63824,543813.5976000001,172904.83616,278878.7679999999,12.283333333333333
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,1411678.3813000002,377327.11874,514536.98010000004,163596.37316000002,263865.118,12.366666666666665
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,1750883.4255,467993.13989999995,638172.4635,202906.11659999998,327267.92999999993,13.638888888888888
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,1928650.8501000002,515508.54497999995,702966.1977,223507.20132,360495.48600000003,8.900000000000002
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,1947260.9000000001,520482.81999999995,709749.3,225663.88,363974.0,7.3999999999999995
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,1647144.9781000002,440264.91938,600361.2537,190884.09092000002,307877.5660000001,14.027777777777779
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,1806610.2132,482888.33735999995,658484.0964,209364.17424,337684.152,16.08888888888889
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,1792711.3412,479173.31175999995,653418.1524,207753.46383999998,335086.2320000001,14.866666666666665
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,1794895.8746000002,479757.21508,654214.3842000001,208006.62472,335494.55599999987,18.188888888888886
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,1616842.8349000001,432165.46802,589316.5473000001,187372.44068,302213.61400000006,18.850000000000005
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,1765076.9541,471786.9241799999,643345.8057,204550.97412,329920.926,19.783333333333335
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2032654.2616,543307.5876799999,740873.9832,235559.93311999997,379935.37599999993,21.350000000000005
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,1734503.919,463615.06619999994,632202.363,201007.9308,324206.3400000001,20.59444444444444
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,1628088.3209000002,435171.27082,593415.3693,188675.65588,304315.574,19.311111111111114
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,1571753.3559000003,420113.51382,572882.0643000001,182147.11788,293785.6740000001,19.572222222222226
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,1802436.3893000002,481772.71713999996,656962.7961,208880.47876,336903.9979999999,24.194444444444443
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,1723872.7735000001,460773.4703,628327.4595,199775.9102,322219.20999999996,23.205555555555552
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,1707615.0009000003,456427.93481999997,622401.7293000001,197891.83188,319180.37400000007,21.29444444444444
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,1664325.6685000001,444857.14129999996,606623.3745,192875.1242,311088.91000000015,25.12222222222222
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,1738191.0106000002,464600.58788,633546.2562000001,201435.21992,324895.5159999998,25.52777777777778
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,1816037.1272,485408.05455999996,661920.0744,210456.63903999998,339446.19200000004,25.72222222222222
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,1744749.49,466353.60199999996,635936.73,202195.268,326121.40000000014,26.305555555555554
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,1634795.0167000003,436963.90166,595859.8659000001,189452.88044,305569.162,25.772222222222222
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,1648250.9943000001,440560.54613999993,600764.3811,191012.26476,308084.2980000002,29.377777777777776
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,1893743.9512,506178.28975999996,690243.1224,219461.91584,353970.83200000017,27.538888888888884
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,1633905.0228000002,436726.01544,595535.4756,189349.74096,305402.80799999996,25.06666666666667
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,1602811.5932,428415.06136,584202.3564,185746.39024,299590.9519999998,26.900000000000002
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,1539862.3697000002,411589.3810599999,561258.2469,178451.34003999998,287824.7420000001,28.144444444444442
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,1745315.2953,466504.83593999996,636142.9581,202260.83796,326227.15800000005,30.061111111111114
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,1703878.6679,455429.2514199999,621039.8883,197458.83628,318481.9940000002,29.47222222222222
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,1709718.8135000002,456990.2623,623168.5395000001,198135.63820000002,319573.6100000001,29.36111111111111
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,1598710.9466,427319.00067999994,582707.7282,185271.17511999997,298824.476,25.366666666666664
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,1692829.238,452475.8523999999,617012.526,196178.34159999999,316416.68000000017,26.938888888888886
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,1778091.0431000001,475265.45638,648089.2587,206059.14892,332353.466,28.86666666666666
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,1623648.8909000002,433984.65682,591797.2593,188161.17988,303485.7740000002,23.87222222222222
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,1611554.8842000002,430752.05315999995,587389.1634000001,186759.63144,301225.21200000006,21.03888888888889
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,1537653.4082000002,410998.94836,560453.1114,178195.34824,287411.85199999996,24.488888888888887
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,1787740.9879,477844.78741999995,651606.5283,207177.46028,334157.19400000013,20.305555555555557
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,1683187.9067000002,449898.82366,613498.3959,195061.02844,314614.5619999999,17.21666666666667
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,1613633.5839000002,431307.66822,588146.8203,187000.52748,301613.75399999996,19.983333333333334
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,1598215.9218000001,427186.68564,582527.2986,185213.80776,298731.9480000001,20.644444444444442
2,2010-02-05,2136989.46,0,40.19,2.572,210.7526053,8.324,2286578.7222,611178.98556,833425.8894,264986.69304,427397.892,4.549999999999999
2,2010-02-12,2137809.5,1,38.49,2.548,210.8979935,8.324,2287456.165,611413.517,833745.7050000001,265088.378,427561.8999999999,3.6055555555555565
2,2010-02-19,2124451.54,0,39.69,2.514,210.9451605,8.324,2273163.1478000004,607593.14044,828536.1006,263431.99096,424890.30799999996,4.272222222222221
2,2010-02-26,1865097.27,0,46.1,2.561,210.9759573,8.324,1995654.0789,533417.81922,727387.9353,231272.06148,373019.45400000014,7.833333333333333
2,2010-03-05,1991013.13,0,47.17,2.625,211.0067542,8.324,2130384.0491,569429.75518,776495.1207,246885.62811999998,398202.62599999993,8.427777777777779
2,2010-03-12,1990483.78,0,57.56,2.667,211.037551,8.324,2129817.6446,569278.36108,776288.6742,246819.98872,398096.75600000005,14.200000000000001
2,2010-03-19,1946070.88,0,54.52,2.72,210.8733316,8.324,2082295.8416,556576.2716799999,758967.6431999999,241312.78911999997,389214.176,12.511111111111113
2,2010-03-26,1750197.81,0,51.26,2.732,210.6766095,8.324,1872711.6567000002,500556.57366,682577.1459,217024.52844,350039.5619999999,10.699999999999998
2,2010-04-02,2066187.72,0,63.27,2.719,210.4798874,8.2,2210820.8604,590929.6879199999,805813.2108,256207.27727999998,413237.544,17.372222222222224
2,2010-04-09,1954689.21,0,65.41,2.77,210.2831653,8.2,2091517.4547000001,559041.1140599999,762328.7919000001,242381.46203999998,390937.84199999995,18.56111111111111
2,2010-04-16,1874957.94,0,68.07,2.808,210.1495463,8.2,2006204.9958000001,536237.97084,731233.5966,232494.78456,374991.588,20.038888888888884
2,2010-04-23,1821990.93,0,65.11,2.795,210.1000648,8.2,1949530.2951,521089.4059799999,710576.4627,225926.87532,364398.186,18.394444444444446
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,1928621.8103000002,515500.78293999995,702955.6131000001,223503.83596,360490.05799999996,19.433333333333337
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2185562.4297,584178.3690599999,796606.8669,253280.13204,408516.34199999995,21.822222222222223
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2012405.0252000003,537895.17496,733493.4204000001,233213.29264,376150.47199999983,22.950000000000003
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2029722.6970000002,542524.0106,739805.469,235220.2004,379387.4199999999,23.79444444444444
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2094111.8623,559734.57254,763274.4171,242682.12235999998,391422.77800000017,27.29444444444444
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2249717.7251000004,601326.41998,819990.5727000001,260714.95132000002,420507.98600000003,27.672222222222224
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2167326.4732000004,579304.0853599999,789960.1164,251166.80624,405107.75199999986,28.555555555555557
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2141751.5472,572468.17056,780638.4144,248202.98304,400327.39199999976,29.894444444444446
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2075721.9863000002,554819.1477399999,756571.5651,240550.95916,387985.41800000006,30.144444444444446
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2144216.4848,573127.0230399999,781536.8496,248488.63935999997,400788.12800000026,28.188888888888886
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2012565.8034000003,537938.14932,733552.0218000001,233231.92488,376180.524,28.105555555555558
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,1975091.3753000002,527921.61994,719893.1181000001,228889.09396,369175.95799999987,29.62222222222222
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,1906437.9497,509571.26505999995,694869.9069000001,220932.99604,356343.5419999999,30.922222222222217
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,1930543.3912,516014.4017599999,703656.0024,223726.52383999998,360849.2320000001,28.605555555555554
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2131343.6786,569686.25428,776844.8922,246996.83752,398381.9959999998,31.96111111111111
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2028293.1235000002,542141.9003,739284.4095000001,235054.5302,379120.2100000002,31.694444444444443
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2101838.6961000003,561799.87578,766090.7397,243577.56852,392867.04599999986,31.5
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,1994309.3243000002,533058.3801399999,726897.7911,231116.22076,372768.098,30.622222222222224
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2037930.6563000001,544717.91374,742797.1551000001,236171.40316000002,380921.618,27.68333333333333
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,1967867.8481000003,525990.84538,717260.2437000001,228051.97492,367825.76600000006,26.16111111111111
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,1919476.8520000002,513056.4296,699622.4040000001,222444.04640000002,358780.72,27.805555555555557
